Order ID,Order Date,Sales Region,Product Category,Sales Channel,Total Revenue ($),Customer Rating [Product Quality],Customer Rating [Delivery Speed]
ORD-2365,2025-08-29,North,Electronics,Online Store,150.83,Satisfied,Dissatisfied
ORD-3996,2025-08-30,North,Home Goods,Online Store,996.23,Dissatisfied,Satisfied
ORD-3565,2025-08-31,East,Home Goods,Online Store,212.81,Satisfied,Neutral
ORD-2278,2025-08-31,East,Electronics,Retail Branch,1338.96,Satisfied,Neutral
ORD-5227,2025-09-01,East,Electronics,Retail Branch,1263.09,Dissatisfied,Satisfied
ORD-5641,2025-09-01,North,Clothing,Online Store,1020.78,Satisfied,Neutral
ORD-1803,2025-09-03,West,Electronics,Online Store,1072.1,Neutral,Satisfied
ORD-1450,2025-09-03,East,Home Goods,Online Store,466.33,Satisfied,Satisfied
ORD-9687,2025-09-03,North,Home Goods,Online Store,913.71,Satisfied,Satisfied
ORD-2497,2025-09-05,North,Electronics,Direct Sales,919.3,Satisfied,Neutral
ORD-7578,2025-09-07,West,Home Goods,Retail Branch,415.12,Dissatisfied,Satisfied
ORD-3386,2025-09-07,North,Home Goods,Online Store,1309.53,Neutral,Neutral
ORD-8151,2025-09-07,East,Home Goods,Online Store,648.36,Satisfied,Dissatisfied
ORD-2864,2025-09-07,East,Home Goods,Online Store,1303.27,Neutral,Satisfied
ORD-7586,2025-09-09,North,Home Goods,Online Store,524.89,Satisfied,Neutral
ORD-7166,2025-09-12,North,Electronics,Retail Branch,237.37,Dissatisfied,Satisfied
ORD-4338,2025-09-12,East,Software,Direct Sales,1178.79,Neutral,Neutral
ORD-8348,2025-09-14,West,Electronics,Online Store,1146.56,Satisfied,Satisfied
ORD-5733,2025-09-14,North,Home Goods,Online Store,378.54,Satisfied,Neutral
ORD-9286,2025-09-15,East,Home Goods,Direct Sales,1201.79,Neutral,Neutral
ORD-9684,2025-09-16,East,Clothing,Online Store,1273.53,Satisfied,Satisfied
ORD-1615,2025-09-16,West,Home Goods,Direct Sales,570.08,Satisfied,Dissatisfied
ORD-8415,2025-09-16,South,Home Goods,Retail Branch,730.8,Satisfied,Dissatisfied
ORD-9267,2025-09-16,North,Clothing,Retail Branch,1066.67,Satisfied,Satisfied
ORD-6818,2025-09-19,West,Electronics,Retail Branch,1220.55,Neutral,Satisfied
ORD-6205,2025-09-19,West,Home Goods,Online Store,297.44,Satisfied,Dissatisfied
ORD-1036,2025-09-20,North,Home Goods,Retail Branch,930.02,Satisfied,Neutral
ORD-5056,2025-09-21,North,Home Goods,Retail Branch,334.34,Satisfied,Satisfied
ORD-2661,2025-09-21,North,Clothing,Direct Sales,319.31,Neutral,Neutral
ORD-1917,2025-09-22,East,Electronics,Direct Sales,551.09,Satisfied,Neutral
ORD-7848,2025-09-23,West,Home Goods,Online Store,293.19,Satisfied,Neutral
ORD-2960,2025-09-23,East,Home Goods,Online Store,1356.96,Satisfied,Satisfied
ORD-7591,2025-09-24,North,Clothing,Retail Branch,638.26,Neutral,Neutral
ORD-9034,2025-09-26,East,Clothing,Online Store,260.08,Dissatisfied,Neutral
ORD-6678,2025-09-26,North,Software,Online Store,426.28,Satisfied,Dissatisfied
ORD-6899,2025-09-26,East,Home Goods,Online Store,415.55,Neutral,Neutral
ORD-1062,2025-09-27,West,Home Goods,Retail Branch,167.87,Dissatisfied,Satisfied
ORD-8693,2025-09-27,East,Electronics,Online Store,1060.39,Neutral,Neutral
ORD-7269,2025-09-27,South,Clothing,Online Store,132.83,Dissatisfied,Neutral
ORD-6495,2025-09-27,West,Electronics,Direct Sales,1019.12,Neutral,Satisfied
ORD-7939,2025-09-28,North,Clothing,Online Store,1089.32,Neutral,Satisfied
ORD-2020,2025-09-28,North,Clothing,Direct Sales,1188.06,Dissatisfied,Neutral
ORD-7982,2025-09-29,North,Clothing,Online Store,1488.33,Neutral,Neutral
ORD-6560,2025-09-30,East,Home Goods,Online Store,580.64,Neutral,Satisfied
ORD-7800,2025-10-02,East,Software,Online Store,231.44,Satisfied,Satisfied
ORD-4141,2025-10-03,South,Home Goods,Online Store,317.82,Neutral,Neutral
ORD-1645,2025-10-04,North,Home Goods,Online Store,477.6,Satisfied,Satisfied
ORD-5188,2025-10-05,East,Clothing,Online Store,458.07,Satisfied,Dissatisfied
ORD-6630,2025-10-05,East,Electronics,Online Store,565.91,Satisfied,Neutral
ORD-2158,2025-10-05,North,Clothing,Retail Branch,1479.46,Satisfied,Dissatisfied
ORD-1306,2025-10-07,North,Software,Retail Branch,1017.66,Dissatisfied,Neutral
ORD-5362,2025-10-07,East,Electronics,Online Store,736.91,Satisfied,Satisfied
ORD-1000,2025-10-07,East,Home Goods,Retail Branch,548.54,Neutral,Dissatisfied
ORD-7236,2025-10-08,South,Home Goods,Online Store,1120.63,Satisfied,Neutral
ORD-3454,2025-10-08,East,Electronics,Online Store,1434.71,Satisfied,Satisfied
ORD-7950,2025-10-08,West,Home Goods,Online Store,906.57,Dissatisfied,Dissatisfied
ORD-4325,2025-10-10,West,Home Goods,Retail Branch,1070.9,Dissatisfied,Satisfied
ORD-8044,2025-10-11,West,Home Goods,Retail Branch,1230.83,Dissatisfied,Satisfied
ORD-7537,2025-10-12,East,Home Goods,Direct Sales,708.52,Neutral,Dissatisfied
ORD-8094,2025-10-12,East,Clothing,Direct Sales,984.13,Neutral,Neutral
ORD-6727,2025-10-12,North,Software,Online Store,838.53,Neutral,Dissatisfied
ORD-6249,2025-10-13,East,Electronics,Online Store,1312.69,Neutral,Neutral
ORD-7325,2025-10-13,West,Clothing,Online Store,1451.39,Neutral,Neutral
ORD-1557,2025-10-17,West,Software,Direct Sales,403.33,Dissatisfied,Satisfied
ORD-4094,2025-10-17,East,Home Goods,Retail Branch,1041.04,Satisfied,Satisfied
ORD-4278,2025-10-19,East,Home Goods,Retail Branch,1414.42,Dissatisfied,Neutral
ORD-7989,2025-10-19,East,Electronics,Online Store,1323.2,Dissatisfied,Satisfied
ORD-6797,2025-10-20,South,Home Goods,Direct Sales,1455.88,Satisfied,Satisfied
ORD-1341,2025-10-21,North,Clothing,Direct Sales,433.22,Neutral,Neutral
ORD-4174,2025-10-22,West,Clothing,Online Store,421.02,Satisfied,Neutral
ORD-7834,2025-10-22,East,Home Goods,Direct Sales,1108.92,Satisfied,Neutral
ORD-5909,2025-10-22,East,Home Goods,Online Store,183.25,Satisfied,Neutral
ORD-3977,2025-10-23,East,Home Goods,Direct Sales,1267.32,Satisfied,Neutral
ORD-7794,2025-10-23,West,Software,Online Store,1079.4,Satisfied,Satisfied
ORD-6246,2025-10-24,North,Electronics,Direct Sales,1119.15,Neutral,Dissatisfied
ORD-9669,2025-10-25,North,Electronics,Retail Branch,910.95,Neutral,Satisfied
ORD-2347,2025-10-26,East,Home Goods,Online Store,1459.49,Satisfied,Neutral
ORD-6903,2025-10-26,South,Software,Direct Sales,1124.63,Satisfied,Dissatisfied
ORD-6485,2025-10-27,East,Home Goods,Online Store,1159.95,Satisfied,Satisfied
ORD-3548,2025-10-27,West,Home Goods,Online Store,1346.65,Neutral,Neutral
ORD-9353,2025-10-28,East,Electronics,Online Store,1112.15,Satisfied,Satisfied
ORD-2276,2025-10-29,East,Clothing,Retail Branch,659.39,Satisfied,Neutral
ORD-9521,2025-10-30,East,Electronics,Direct Sales,744.46,Satisfied,Neutral
ORD-6643,2025-10-30,North,Clothing,Direct Sales,450.43,Satisfied,Neutral
ORD-1177,2025-10-30,East,Clothing,Online Store,709.81,Satisfied,Neutral
ORD-8029,2025-10-31,East,Home Goods,Retail Branch,723.24,Satisfied,Neutral
ORD-8968,2025-10-31,East,Electronics,Direct Sales,122.24,Dissatisfied,Neutral
ORD-3107,2025-10-31,East,Home Goods,Online Store,1183.42,Satisfied,Satisfied
ORD-4051,2025-10-31,East,Clothing,Retail Branch,991.04,Dissatisfied,Dissatisfied
ORD-3608,2025-10-31,West,Home Goods,Online Store,1000.61,Satisfied,Neutral
ORD-4021,2025-11-01,East,Electronics,Retail Branch,342.85,Dissatisfied,Neutral
ORD-9546,2025-11-01,East,Home Goods,Retail Branch,543.93,Satisfied,Satisfied
ORD-4645,2025-11-01,South,Home Goods,Retail Branch,230.28,Dissatisfied,Dissatisfied
ORD-8852,2025-11-02,South,Clothing,Online Store,1315.44,Dissatisfied,Neutral
ORD-9990,2025-11-02,South,Home Goods,Retail Branch,1479.59,Dissatisfied,Neutral
ORD-8718,2025-11-02,North,Home Goods,Online Store,1471.33,Satisfied,Neutral
ORD-1306,2025-11-03,West,Home Goods,Online Store,1446.02,Satisfied,Dissatisfied
ORD-5208,2025-11-04,South,Clothing,Direct Sales,229.79,Satisfied,Dissatisfied
ORD-3941,2025-11-05,West,Home Goods,Online Store,289.84,Neutral,Dissatisfied
ORD-8874,2025-11-06,East,Electronics,Online Store,1061.87,Dissatisfied,Satisfied
ORD-4598,2025-11-06,North,Electronics,Retail Branch,961.12,Satisfied,Neutral
ORD-7221,2025-11-07,East,Home Goods,Online Store,538.3,Dissatisfied,Neutral
ORD-5002,2025-11-08,North,Software,Online Store,1305.24,Satisfied,Satisfied
ORD-2894,2025-11-08,South,Electronics,Retail Branch,791.69,Neutral,Neutral
ORD-4700,2025-11-10,West,Home Goods,Direct Sales,1163.24,Satisfied,Satisfied
ORD-3602,2025-11-11,North,Home Goods,Online Store,125.68,Neutral,Satisfied
ORD-2852,2025-11-12,North,Electronics,Direct Sales,171.07,Satisfied,Satisfied
ORD-1669,2025-11-13,West,Electronics,Retail Branch,1023.26,Neutral,Neutral
ORD-6686,2025-11-14,North,Electronics,Online Store,141.74,Satisfied,Neutral
ORD-1839,2025-11-14,West,Home Goods,Online Store,1485.79,Neutral,Dissatisfied
ORD-5053,2025-11-17,West,Software,Online Store,970.82,Dissatisfied,Neutral
ORD-7937,2025-11-17,East,Electronics,Online Store,861.64,Dissatisfied,Satisfied
ORD-1499,2025-11-17,North,Home Goods,Direct Sales,457.79,Dissatisfied,Satisfied
ORD-7870,2025-11-18,East,Home Goods,Direct Sales,910.17,Satisfied,Dissatisfied
ORD-2388,2025-11-19,East,Home Goods,Online Store,984.08,Dissatisfied,Neutral
ORD-6226,2025-11-20,South,Electronics,Online Store,158.63,Neutral,Satisfied
ORD-8989,2025-11-21,East,Clothing,Direct Sales,812.41,Satisfied,Neutral
ORD-1119,2025-11-22,West,Home Goods,Direct Sales,246.03,Neutral,Neutral
ORD-9565,2025-11-22,East,Home Goods,Online Store,439.39,Satisfied,Satisfied
ORD-5669,2025-11-23,North,Home Goods,Online Store,626.65,Satisfied,Neutral
ORD-8358,2025-11-23,East,Electronics,Online Store,623.53,Satisfied,Dissatisfied
ORD-7482,2025-11-23,East,Electronics,Direct Sales,699.25,Neutral,Neutral
ORD-2258,2025-11-24,West,Home Goods,Retail Branch,1215.4,Neutral,Satisfied
ORD-8468,2025-11-25,West,Clothing,Online Store,758.4,Dissatisfied,Neutral
ORD-9438,2025-11-26,North,Clothing,Retail Branch,1136.66,Satisfied,Satisfied
ORD-2684,2025-11-28,East,Software,Online Store,687.12,Satisfied,Neutral
ORD-3594,2025-11-28,East,Home Goods,Online Store,1420.6,Satisfied,Satisfied
ORD-1227,2025-11-29,West,Software,Direct Sales,670.31,Satisfied,Satisfied
ORD-3006,2025-11-30,East,Electronics,Direct Sales,1363.54,Neutral,Neutral
ORD-2198,2025-11-30,East,Home Goods,Online Store,1217.21,Dissatisfied,Dissatisfied
ORD-2899,2025-11-30,West,Home Goods,Online Store,514.52,Neutral,Satisfied
ORD-4475,2025-12-01,East,Clothing,Online Store,152.28,Satisfied,Neutral
ORD-4572,2025-12-01,West,Home Goods,Direct Sales,734.4,Satisfied,Dissatisfied
ORD-2621,2025-12-01,East,Home Goods,Direct Sales,892.3,Neutral,Satisfied
ORD-3282,2025-12-01,East,Electronics,Direct Sales,841.46,Neutral,Neutral
ORD-4046,2025-12-02,East,Clothing,Direct Sales,566.78,Neutral,Satisfied
ORD-3299,2025-12-03,North,Electronics,Retail Branch,1075.06,Neutral,Satisfied
ORD-5496,2025-12-04,West,Home Goods,Direct Sales,798.55,Satisfied,Neutral
ORD-1338,2025-12-04,East,Home Goods,Online Store,1153.03,Dissatisfied,Neutral
ORD-3927,2025-12-05,North,Home Goods,Retail Branch,286.49,Satisfied,Neutral
ORD-6916,2025-12-05,East,Electronics,Retail Branch,517.42,Satisfied,Neutral
ORD-6313,2025-12-05,West,Clothing,Online Store,1324.24,Satisfied,Dissatisfied
ORD-7013,2025-12-06,North,Electronics,Retail Branch,498.53,Neutral,Neutral
ORD-3911,2025-12-07,East,Electronics,Direct Sales,735.89,Satisfied,Neutral
ORD-3256,2025-12-08,North,Electronics,Online Store,340.43,Neutral,Satisfied
ORD-2632,2025-12-09,North,Clothing,Online Store,533.4,Satisfied,Satisfied
ORD-5951,2025-12-09,North,Home Goods,Direct Sales,130.92,Satisfied,Satisfied
ORD-6995,2025-12-09,North,Home Goods,Retail Branch,563.34,Neutral,Dissatisfied
ORD-3924,2025-12-10,West,Home Goods,Retail Branch,313.51,Neutral,Dissatisfied
ORD-6225,2025-12-12,North,Home Goods,Online Store,211.41,Satisfied,Dissatisfied
ORD-8469,2025-12-12,North,Home Goods,Direct Sales,753.92,Neutral,Neutral
ORD-3120,2025-12-13,North,Home Goods,Online Store,185.7,Satisfied,Neutral
ORD-5035,2025-12-13,North,Home Goods,Retail Branch,1157.23,Dissatisfied,Neutral
ORD-9276,2025-12-13,West,Home Goods,Online Store,1266.25,Neutral,Dissatisfied
ORD-2664,2025-12-15,South,Home Goods,Retail Branch,551.06,Satisfied,Neutral
ORD-6698,2025-12-15,East,Software,Direct Sales,1298.13,Satisfied,Satisfied
ORD-9194,2025-12-16,East,Home Goods,Retail Branch,205.91,Neutral,Satisfied
ORD-1496,2025-12-16,East,Clothing,Online Store,1021.37,Dissatisfied,Neutral
ORD-2671,2025-12-16,East,Clothing,Online Store,168.85,Satisfied,Dissatisfied
ORD-9535,2025-12-16,South,Clothing,Retail Branch,716.2,Satisfied,Satisfied
ORD-2619,2025-12-17,West,Home Goods,Online Store,525.53,Neutral,Dissatisfied
ORD-8108,2025-12-17,North,Home Goods,Retail Branch,371.11,Neutral,Satisfied
ORD-7190,2025-12-17,East,Home Goods,Direct Sales,881.4,Satisfied,Satisfied
ORD-2654,2025-12-18,West,Software,Direct Sales,963.45,Dissatisfied,Satisfied
ORD-1950,2025-12-18,North,Clothing,Retail Branch,415.72,Satisfied,Satisfied
ORD-7888,2025-12-19,East,Home Goods,Online Store,1114.28,Dissatisfied,Neutral
ORD-1816,2025-12-20,East,Home Goods,Direct Sales,640.17,Satisfied,Satisfied
ORD-5171,2025-12-20,East,Clothing,Online Store,469.01,Dissatisfied,Satisfied
ORD-2215,2025-12-20,East,Clothing,Online Store,1056.65,Neutral,Satisfied
ORD-3292,2025-12-22,East,Home Goods,Online Store,929.47,Satisfied,Neutral
ORD-7851,2025-12-22,West,Home Goods,Online Store,1101.58,Satisfied,Neutral
ORD-7291,2025-12-22,North,Home Goods,Online Store,1144.6,Satisfied,Satisfied
ORD-7754,2025-12-24,North,Home Goods,Retail Branch,1112.4,Neutral,Neutral
ORD-7538,2025-12-25,East,Home Goods,Retail Branch,137.76,Dissatisfied,Satisfied
ORD-5461,2025-12-25,East,Clothing,Online Store,838.86,Neutral,Satisfied
ORD-5209,2025-12-25,East,Electronics,Online Store,819.98,Neutral,Satisfied
ORD-2801,2025-12-25,North,Electronics,Direct Sales,1124.59,Satisfied,Dissatisfied
ORD-4910,2025-12-26,North,Electronics,Direct Sales,365.31,Dissatisfied,Satisfied
ORD-4509,2025-12-27,East,Electronics,Online Store,647.94,Satisfied,Dissatisfied
ORD-9533,2025-12-27,East,Home Goods,Online Store,488.25,Satisfied,Neutral
ORD-6105,2025-12-28,North,Home Goods,Retail Branch,1182.61,Dissatisfied,Dissatisfied
ORD-5684,2025-12-29,North,Home Goods,Direct Sales,335.33,Neutral,Satisfied
ORD-2150,2025-12-30,South,Home Goods,Online Store,574.29,Neutral,Neutral
ORD-6711,2025-12-30,South,Home Goods,Online Store,1018.44,Satisfied,Dissatisfied
